Submission ID,Submission Final Decision,ABSTRACT TITLE,Submission Type,ABSTRACT TEXT,Presenting Author FN,Presenting Author LN,Author 1 Role,Author 1 FN,Author 1 LN,Author 1 Organization,Author 2 Role,Author 2 FN,Author 2 LN,Author 2 Organization,Author 3 Role,Author 3 FN,Author 3 LN,Author 3 Organization,Author 4 Role,Author 4 FN,Author 4 LN,Author 4 Organization,Author 5 Role,Author 5 FN,Author 5 LN,Author 5 Organization,Author 6 Role,Author 6 FN,Author 6 LN,Author 6 Organization,Author 7 Role,Author 7 FN,Author 7 LN,Author 7 Organization,Author 8 Role,Author 8 FN,Author 8 LN,Author 8 Organization,Author 9 Role,Author 9 FN,Author 9 LN,Author 9 Organization,Author 10 Role,Author 10 FN,Author 10 LN,Author 10 Organization,Author 11 Role,Author 11 FN,Author 11 LN,Author 11 Organization,Author 12 Role,Author 12 FN,Author 12 LN,Author 12 Organization,Author 13 Role,Author 13 FN,Author 13 LN,Author 13 Organization,Author 14 Role,Author 14 FN,Author 14 LN,Author 14 Organization,Author 15 Role,Author 15 FN,Author 15 LN,Author 15 Organization,Author 16 Role,Author 16 FN,Author 16 LN,Author 16 Organization,Author 17 Role,Author 17 FN,Author 17 LN,Author 17 Organization,Author 18 Role,Author 18 FN,Author 18 LN,Author 18 Organization,Author 19 Role,Author 19 FN,Author 19 LN,Author 19 Organization,Author 20 Role,Author 20 FN,Author 20 LN,Author 20 Organization,Author 21 Role,Author 21 FN,Author 21 LN,Author 21 Organization,Author 22 Role,Author 22 FN,Author 22 LN,Author 22 Organization,Author 23 Role,Author 23 FN,Author 23 LN,Author 23 Organization,Author 24 Role,Author 24 FN,Author 24 LN,Author 24 Organization,Author 25 Role,Author 25 FN,Author 25 LN,Author 25 Organization,Author 26 Role,Author 26 FN,Author 26 LN,Author 26 Organization
185172,min15,Towards an integrated understanding of songbird vocalization through micro-dissection and 3D modeling and animation,General Session,"Current understanding of avian vocalization is based on a patchwork of functional-morphological studies of various parts of the vocal tract (e.g., syrinx, trachea, tongue, palate, beak) and of physiological, behavioral, neurobiological and evolutionary studies of vocalizations in a variety of birds.  To gain an integrated understanding of avian vocalization, the morphology of the vocal tract of songbirds (the Northern Cardinal, Cardinalis cardinalis, and House Sparrow, Passer domesticus) was studied through micro-dissection, which revealed, among other structures, paired subcutaneous cervical diverticula of the cervico-cephalic and interclavicular air sacs, which are covered by apterial skin whose muscular-elastic layer can change the skin tension without changing the skin area.  A 3D model based on x-ray CT data was animated and matched frame by frame with x-ray videos of singing Northern Cardinals synchronized with sound recordings to correlate postures with particular frequencies and amplitudes.  An extended cervical vertebral column, a retracted lingual apparatus and trachea, a constricted neck, and an open beak produces high frequencies and amplitudes, whereas a retrocurved cervical vertebral column, a protracted trachea and lingual apparatus, an expanded neck, a retroflexed head, and an almost closed beak produces low frequencies and amplitudes. The latter posture inflates the subcutaneous air sac diverticula, and the former posture deflates them. The tension of the walls of the asymmetrical air sac diverticula can be tuned by the overlying musculo-elastic skin layer to the frequencies generated by the asymmetrical duplex syringes to create melodic songs based on harmonic sounds",Dominique,Homberger,First Author,Dominique G.,Homberger,Louisiana State University,Remaining Co-Author,Amanda,Cozic,Louisiana State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182852,min15,Multiple commonly used measures of bird song complexity are uncorrelated within a single species,General Session,"When studying the evolution of animal communication systems researchers often ask what generates and maintains signal complexity. In doing so, investigators have defined and measured complexity in different ways which may or may not be similarly informative. For this study we examined whether multiple commonly used metrics of bird song complexity varied in tandem within a single species. We measured 1) song repertoire size, 2) song delivery rate, 3) song type switching rate, 4) new song type introduction rate, 5) average song duration, 6) average song frequency bandwidth, and 7) average number of frequency modulations per song for 19,058 songs given by 12 rock wrens (Salpinctes obsoletus) from a single population in Colorado. Each individual bird was represented by an average of 1,588 songs and had a repertoire of between 53 and 117 song types. Measurements indicated that none of the complexity metrics positively correlated with any of the others across individuals. The complexity metrics also failed to positively predict two measures of quality: trill performance and consistency within a single song type. Our results suggest that bird songs (and potentially other communication signals) may not be under general selective pressures that favor increases in complexity along multiple linked features of signal form. If multiple measures of song form are not correlated, then researchers need to be careful when selecting traits for analysis. Studies of the evolution of signal form should first verify that the “complexity” under investigation has significance to the study species.",Lauryn,Benedict,First Author,Lauryn,Benedict,University of Northern Colorado,Remaining Co-Author,Nadje,Najar,University of Northern Colorado,Remaining Co-Author,Stephanie,Pitt,University of Northern Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181505,min15,Nesting strategies of birds in the world’s southernmost forests: the impact of a novel invasive predator,General Session,"The Cape Horn Biosphere Reserve (CHBR), at the end of the Americas, lacked wild mammal predators until the end of the 20th century, when the American mink (Neovison vison) was introduced. Thus, birds evolved without anti-mammal-predator behaviors in this area. Here we study for the first time on Navarino Island (in the CHBR) (55oS), Chile, bird reproductive ecology, focusing on the nesting strategies and causes of nest failure of five open-cup forest-nesting passerine species. The following results represent the first two seasons of nest searching and monitoring with camera traps (2014-2015 and 2015-2016). Regarding the placement of their nests, Zonotrichia capensis nested at the lowest height off the ground (1.24 ± 1.24 cm.)(mean ± SE), whereas Elaenia albiceps nested at the highest height (116.6 ± 16.6 cm.). Of the 56 nests monitored, 61% failed. Of the failed nests, 10 (29%) were abandoned and 23 (68%) were depredated. We recorded only two predators, Milvago chimango (Chimango caracara) and N. vison accounting for 48% and 4% of the 23 depredation events, respectively. Comparing our results to those from lower latitudes reveals that both E. albiceps and Turdus falcklandii place their nests at lower heights off the ground in Navarino Island. However, even though this theoretically puts them at a higher risk of predation by American mink, our results indicate that mink predation was a minor factor in nest failure as we only recorded one mink predation event. The information reported in this study is crucial to complement long-term research in Navarino Island.",Rocío,Jara,First Author,Rocío,Jara,"Department of Biological Sciences, University of North Texas, USA.",Remaining Co-Author,Ramiro,Crego,"Department of Biological Sciences, University of North Texas, USA; Instituto de Ecología and Biodiversidad, Departamento de Ciencias Ecológicas, Facultad de Ciencias, Santiago, Chile.",Remaining Co-Author,Justin,Williams,"Department of Philosophy and Religion, University of North Texas, USA.",Remaining Co-Author,Francisco,Arellano,"Departamento de Ciencias y Recursos Naturales, Facultad de Ciencias, Universidad de Magallanes, Chile.",Remaining Co-Author,Ricardo,Rozzi,"Sub-Antarctic Biocultural Conservation Program, Department of Philosophy and Religion, University of North Texas, Denton, TX, USA, Omora Ethnobotanical Park, Universidad de Magallanes, Puerto Williams, and Institute of Ecology and Biodiversity, Chile",Remaining Co-Author,Jaime,Jiménez,"Department of Biological Sciences, Sub-Antarctic Biocultural Conservation Program, University of North Texas, Denton, TX, USA, Omora Ethnobotanical Park, Universidad de Magallanes, Puerto Williams, and Institute of Ecology and Biodiversity, Chile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182154,min15,"Productivity of the forest bird community at Hakalau Forest National Wildlife Refuge, Hawai‘i",General Session,"Hawai‘i has some of the most endangered avian species in the world, facing numerous threats from habitat loss, disease, climate change, and introduced species. Long-term surveys are conducted in many locations across the Hawaiian Islands, but they can only tell us about past and current population sizes, not what may be driving trends. Demographic studies examining productivity, survival, and movement of individuals across the landscape are necessary to assess what factors drive population fluctuations. In 2013 we began a productivity study at Hakalau Forest NWR on Hawai‘i Island in conjunction with banding and radio telemetry studies to determine key population parameters for all forest bird species, and enable modeling of population trends over time. The results from the first two years of the productivity study, along with preliminary findings based on nest success and reasons for failure from the most recent two field seasons, are presented here. The daily survival rate (DSR) of nests had an inverse relationship with the amount of rainfall, and was lower in the much rainier 2014 compared to 2013 for every species with sufficient sample size (ranging from 2 to 4 times lower in 2014). The large difference in weather and DSR between years illustrates the need for long term demographic studies that can capture the vital rates of this avian community. Overall, these preliminary results suggest that anthropogenic climate change that leads to more intense weather events during the breeding season could negatively impact conservation and recovery efforts for native Hawaiian birds.",George,Cummins,First Author,George,Cummins,Northern Arizona University,Remaining Co-Author,Steve,Kendall,"Hakalau Forest National Wildlife Refuge, U.S. Fish and Wildlife Service",Remaining Co-Author,Eben,Paxton,"Pacific Islands Ecosystem Research Center, U.S. Geological Survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184427,min15,Seasonal Variation in Yolk Carotenoid Concentrations and Egg Metrics in Eastern Bluebirds,General Session,"Carotenoids are biologically-active, yellow, orange, and red pigments that are synthesized by plants and photosynthetic microorganisms.  Birds are unable to synthesize carotenoids, and therefore they obtain all of their carotenoid resources from their diets.  Female birds allocate high concentrations of carotenoids to their egg yolks, and eggs with higher concentrations of carotenoids are more likely to hatch and produce healthy chicks than eggs with lower concentrations.  Despite this critical role that yolk carotenoids play in avian reproduction, surprisingly little research has focused on the yolk carotenoids of North American songbirds.  Therefore, we studied seasonal variation in yolk carotenoid concentrations and egg metrics in Eastern Bluebirds (Sialia sialis) breeding in nest boxes at two locations in west-central Georgia; Columbus State University (CSU) in Columbus, GA, and Callaway Gardens in Pine Mountain, GA.  The third-laid-egg was collected from each study nest and carotenoids were extracted and quantified in the laboratory using high performance liquid chromatography.  We found a positive correlation between Julian Day and concentrations of yolk carotenoids, which suggests that carotenoid-rich foods likely became more abundant later in the breeding season.  We also found that later breeding female bluebirds produced eggs with larger yolks than females that bred earlier in the season.  To better understand the trends that we found, future research will focus on the link between seasonal changes in diet, and the allocation of carotenoids and other resources to the eggs of bluebirds.       ",Jennifer,Newbrey,Presenting Author,Jennifer,Newbrey,Columbus State University,Remaining Co-Author,Renata,Paiva,Columbus State University,Remaining Co-Author,Michael,Newbrey,Columbus State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183239,min15,"Reproductive Biology of the Sapayoa(Sapayoa aenigma), the 'Old World suboscine' of the New World",General Session,"The Sapayoa (Sapayoa aenigma), a low-density resident of Chocó rainforests from Panama to Ecuador, has long perplexed ornithologists. Originally described as a manakin (Pipridae), molecular work has revealed its closest living relatives to be Old World suboscines (Eurylaimides) and supported its placement it in the monotypic family of Sapayoidae. Despite such phylogenetic intrigue, little is known about the Sapayoa’s general life history or reproductive biology; only one nest has been described. Here we present information on 2 actively attended and 13 inactive Sapayoa nests in Darién National Park, Panamá. We provide the first detailed description of individual effort at an active nest, family group dynamics during the nesting period, the plumage of immature birds, and the range of vocalizations produced. We also present the first documentation of cooperative breeding and compile several recent nesting observations, extending the published breeding period of Sapayoa by several months. Furthermore, we describe unusual behaviors among provisioning birds, including mounting between individuals of the same sex and mounting of a female by immature male helpers during chick provisioning. The receiving individual gave a conspicuous solicitation display before each mounting. Finally, we highlight elements of the Sapayoa’s natural history that echo its Old World relatives and contrast with members of the New World Tyranni. For example, Sapayoa resembles the eurylaimid broadbills—and differs starkly from the manakins—in diet, nest structure, breeding system, and mode of parental care.",Jack,Hruska,First Author,Benjamin,Van Doren,Cornell University,First Author,Sarah,Dzielski,Cornell University,Presenting Author,Jack,Hruska,University of Kansas,Remaining Co-Author,Justin,Hite,Kauai Forest Bird Recovery Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184152,min15,Long-term effects of nest predation on future reproductive investment,General Session,"The black brant (Brant bernicla nigricans) is a small, arctic nesting goose, occurring in coastal estuaries and wetlands along the Pacific coast. Brant populations on the Yukon-Kuskokwim Delta have declined substantially since the 1980’s, and populations remains significantly below historic levels. Demographic research began at the Tutakoke River Brant Colony in 1984, where researchers have documented multiple major reproductive failure events. To better understand the effects of these events, which occurred in 2001, 2003, and 2008, on future reproductive investment, we developed novel hierarchical Bayesian robust-design models to estimate the effects of previous reproductive investment and success on future breeding probability. Breeding probability exhibited a Markovian structure, where successful breeders returned to breed at much higher rates (0.9) than non-breeders (0.45). However, unsuccessful breeders bred at extremely low rates (0.2) in the following year. These findings indicate that major reproductive failure events may reduce colony reproductive potential into the future, where individuals may choose to skip future reproductive attempts in response to predation. Brant are also highly gregarious during the non-breeding season, where adults with goslings are known to be dominant over singletons and unsuccessful or non-breeding pairs. We suggest that a combination of prior information, and social status as a result of previous breeding effort, influences future reproductive investment.",Thomas,Riecke,Presenting Author,Thomas,Riecke,University of Nevada Reno,Remaining Co-Author,Alan,Leach,University of Nevada Reno,Remaining Co-Author,James,Sedinger,"University of Nevada, Reno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182807,min15,Differential sensitivity to weather in nestlings of two co-occurring songbird species,General Session,"Sensitivity of nestlings to weather is likely to differ among bird species and to depend upon when they occur relative to fledging. We examined the effect of wind, temperature, precipitation and fog on hatching and fledging success and on nestling condition over a 17-year period in Savannah Sparrows (Passerculus sandwichensis) and Tree Swallows (Tachycineta bicolor) breeding on Kent Is., New Brunswick. The two species are similar in size and occur in the same habitat, but swallows nest in elevated boxes and feed almost exclusively on the wing on flies and other small insects whereas sparrows build terrestrial cup nests and forage mainly on the ground for seeds, fruits and a wide variety of insect prey. We averaged weather variables over 3-d intervals over the entire incubation and nestling periods and used a multi-step GLMM approach to identify weather conditions and sensitive periods for each species. Weather had little effect on hatching or fledging success in Savannah sparrows, but Tree Swallow fledging success was highly sensitive to low temperatures, poor visibility, strong winds and heavy rain. Weather also had a much bigger effect on nestling condition in Tree Swallows, even conditions occurring a week or more before fledging. Our results suggest that differences in foraging behavior and reproductive biology affect sensitivity to weather, which in turn can have demographic consequences.",Nathaniel,Wheelwright,Presenting Author,Nathaniel,Wheelwright,Bowdoin College,Remaining Co-Author,Robert,Mauck,Kenyon College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183550,min15,Pre-dispersal movement patterns and social networks in the cooperatively breeding Acorn Woodpecker (Melanerpes formicivorus),General Session,"Dispersal is an important life history stage for many organisms, but remains poorly understood, due primarily to the difficulty of studying the permanent relocation of organisms. Pre-dispersal movements, such as forays or floating, may be important information-gathering systems to inform dispersal decisions; in cooperatively dispersing species, pre-dispersal social interactions may predict dispersal coalitions. The cooperatively breeding acorn woodpecker (Melanerpes formicivorus) provides a model system with a well-documented social environment and a complex system of cooperative dispersal. Over 2 years, we monitored 60 individuals continuously using a novel automated radio telemetry system and solar-powered nanotags. Helpers (N = 29) exhibited extremely high foray rates, with many individuals detected >90% of the time outside their natal territories. Related same-sex same-clutch helpers (N = 8) had high spatiotemporal overlap, while different-clutch helpers (N = 11) had lower overlap, and both different-sex helpers (N = 16) and unrelated helpers had little to no overlap. This suggests that cooperative dispersal coalitions may form prior to dispersal events and are involved in foray decisions. As expected, breeders (N = 31) forayed less often and more solitarily, but cliques in the social network were not limited to group members, suggesting repeated interactions with extra-group individuals. Helpers had significantly higher degree centrality than breeders, suggesting that helpers possess more information about the social landscape, potentially in order to detect breeding vacancies. These findings reveal for the first time the surprising extent of cryptic movement and extra-group social connections in this cooperative species.",Natasha,Hagemeyer,First Author,Natasha,Hagemeyer,Old Dominion University,Remaining Co-Author,Eric,Walters,Old Dominion University,Remaining Co-Author,Walter,Koenig,Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185762,min15,Three-dimensional free-flight kinematics and network analyses of massed Chimney Swifts entering a chimney roost at dusk,General Session,"Chimney Swifts (Chaetura pelagica) are highly maneuverable social birds notable for roosting overnight in chimneys in groups of hundreds or thousands of birds. At dusk in late summer, birds gather in large numbers from surrounding areas near a few suitable roost sites.  They then enter a single, small-aperture chimney within a very short time, with the whole flock employing an orderly, but dynamic, circling pattern, even as winds shift and light levels decrease.  Such repeatable, reliable behavior in a convenient urban area with fixed landmarks provides an excellent opportunity to use multi-camera videography to measure three-dimensional kinematics of natural flight behavior, in the field and under challenging lighting conditions. We present results from automatic tracking of every bird in the flock and discuss metrics for analyzing the tracks and modeling components of the behaviors as well as examining changes in the flock over a season and within a single evening.",Dennis,Evangelista,First Author,Dennis,Evangelista,United States Naval Academy,Remaining Co-Author,Dylan,Ray,University of North Carolina at Chapel Hill,Remaining Co-Author,Satish,Raja,University of North Carolina at Chapel Hill,Remaining Co-Author,Tyson,Hedrick,University of North Carolina at Chapel Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185364,min15,"Atmospheric, Temporal, and Demographic Factors Influence Exposure of Common Terns to Offshore Wind Energy Areas in the Western North Atlantic Ocean",General Session,"Individual-based tracking studies are critical for assessing potential effects of offshore wind energy facilities on target bird populations, particularly when inclement weather limits visibility and leads to elevated collision risks. In 2014, we attached digital VHF transmitters (1.2 g with a 163 d battery life) to 116 adult Common Terns (Sterna hirundo) from two major nesting colonies: Monomoy Island, MA and Great Gull Island, NY. We tracked their fine-scale movements every 5 sec using twelve 12-m automated towers erected at strategically-placed coastal and offshore sites from Cape Cod, MA, to Long Island, NY.  Post-breeding long-distance (>50 km) flights occurred predominately at night or during the early-morning hours.  Adult females with failed nesting attempts undertook more frequent, long distance movements across the study area than adult males and successful breeders. After dispersing from breeding colonies, terns from Great Gull traveled significantly farther than terns from the Monomoy colony.  Eastern Nantucket Sound was an important pre-migratory staging area for terns from both colonies.  Up to 97% of tagged individuals from Monomoy and 58% from Great Gull were detected by towers on or near Cape Cod, MA for up to two months before emigrating from the study area from mid-July through early-September.  We developed a logistic regression model to relate offshore movements of Common Terns to atmospheric covariates (i.e., wind speed, wind direction, barometric pressure, precipitation rate, and visibility) that could be used to assess potential collision risk with offshore wind turbines.",Pamela,Loring,First Author,Pamela,Loring,"U.S. Fish and Wildlife Service, Division of Migratory Birds",Remaining Co-Author,Paul,Sievert,University of Massachusetts,Remaining Co-Author,Curt,Griffin,University of Massachusetts,Remaining Co-Author,Ramakrishna,Janaswamy,Univ of Massachusetts,Remaining Co-Author,Hua,Bai,University of Massachusetts,Remaining Co-Author,Peter,Paton,Univ of Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185398,min15,Pinyon and Juniper Encroachment into Sagebrush Ecosystems Impacts Distribution and Survival of Greater Sage-Grouse,General Session,"Population dynamics of greater sage-grouse can be affected adversely by even low-densities of singleleaf pinyon and Utah juniper (hereafter pinyon-juniper) in sagebrush habitat, yet behavioral and ecological linkages behind this pattern have not been identified fully. We employed a novel two-stage Bayesian model that linked avoidance across different levels of pinyon-juniper cover within phases of encroachment to individual survival probabilities of greater sage-grouse within the Bi-State Distinct Population Segment. The first stage identified evidence of avoidance for all canopy cover classes (which indexed phases of encroachment), but strongest for those with the greatest cover (phases II and III). The second stage linked increased survival rates for individuals that exhibited avoidance of scattered isolated trees (phase I). A post hoc survival analysis revealed the greatest increase in mortality risk occurred in mesic and productive areas with scattered and isolated trees. Collectively, these results indicated that local sage-grouse distributions are shaped strongly by avoidance of pinyon-juniper. Areas with high productivity but relatively low (and seemingly benign) pinyon-juniper cover may also function as ecological traps that convey attractive resources but can adversely affect population vital rates. Model predictions support reducing actual pinyon-juniper cover to values as low as 2%, especially in productive areas with phase I, which is lower than the published recommended target of 4%. ",Mark,Ricca,First Author,Mark,Ricca,U.S. Geological Survey-Western Ecological Research Center,Remaining Co-Author,Peter,Coates,U.S. Geological Survey-Western Ecological Research Center,Remaining Co-Author,Brian,Prochazka,U.S. Geological Survey-Western Ecological Research Center,Remaining Co-Author,Benjamin,Gustafspon,U.S. Geological Survey-Western Ecological Research Center,Remaining Co-Author,Pilar,Ziegler,Bureau of Land Management,Remaining Co-Author,Michael,Casazza,U.S. Geological Survey-Western Ecological Research Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185567,min15,The strength of migratory connectivity affects demography of two Neotropical migratory songbirds,General Session,"Understanding how the annual cycle of migratory songbirds shapes demography and population dynamics necessitates that we know where individuals are throughout the year. The miniaturization of archival tracking technology such as light-level geolocators and GPS units has allowed researchers to make direct links between the different phases of the annual cycle. We deployed archival light-level geolocators ontwo migratory songbirds breeding within Hubbard Brook Experimental Forest, N.H. to quantify the strength of migratory connectivityand identify where they spend the non-breeding season.We then used remotely sensed data of their wintering locations to make inferences about howclimatic factors experienced during the non-breeding season correlate with demographic parameters the subsequent breeding season. We found that both the Black throated Blue Warbler and the Ovenbird exhibit moderate connectivity with the majority of individuals wintering on the islands of Cuba and Hispaniola. The amount of precipitation on the islands of Cuba and Hispaniola during the non-breeding season (Nov-May) was positively correlated with demographic parameters at both local (plot-level) and landscape (watershed) scales. These findings suggest that environmental conditions experienced throughout the annual cycle contribute to variation in demographic rates observed on the breeding grounds. Demographic studies of linked populations during both the breeding and non-breeding grounds will greatly improve our understanding of how seasonal interactions shape populations and ultimately how populations respond to a changing climate.",Michael,Hallworth,First Author,Michael,Hallworth,"Migratory Bird Center, Smithsonian Conservation Biology Institute",Remaining Co-Author,Scott,Sillett,Smithsonian Migratory Bird Center,Remaining Co-Author,Nick,Rodenhouse,Wellesley College,Remaining Co-Author,Peter,Marra,Smithsonian Migratory Bird Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184079,min15,Patterns of seasonal movement and space use among Mangrove Cuckoos,General Session,"Mangrove Cuckoo (Coccyzus minor) is a poorly known species that reaches the northern edge of its range in the mangrove forests of southern Florida. It is of conservation concern regionally due to its narrow distribution and small population size. However, because the species’ natural history is mostly undescribed, specific threats to the population and conservation measures to address them have never been identified. I used radio-telemetry to follow 32 individual Mangrove Cuckoos in southwest Florida during 2012-2015 to provide basic information on natural history that could inform future conservation efforts. Mangrove Cuckoos were year-round residents in the study area but exhibited complex patterns of seasonal movement, apparently occupying multiple home ranges over the course of a year and showing little site fidelity among years. At all times of the year Mangrove Cuckoos used exceptionally large home ranges, often in excess of 40 ha, and showed a propensity to wander widely. Home ranges consisted of a variety of mangrove forest types and occasionally incorporated small patches of tropical hardwood trees. I never detected Mangrove Cuckoos in any other vegetation type. They did not avoid hard, anthropogenic edges, and many home ranges abutted residential and commercial developments. This first look at movement patterns and the use of space by Mangrove Cuckoos suggests that conservation of the North American population should focus on protecting large patches of mangrove forest, even if those patches occur within a matrix of developed land.",John,Lloyd,First Author,John,Lloyd,Vermont Center for Ecostudies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182570,min15,Does physiological condition drive behavioral decisions of passerines on an offshore stopover site?,General Session,"The ability of a bird to effectively rebuild fuel stores on a stopover site may influence behavioral decisions that effect overall timing and success of migration. Further, during migration, birds have an elevated metabolic rate and are forced to cope with a surge in reactive species. Consuming fruits on stopover provide birds an energy dense source of nutrients, as well as dietary antioxidants to combat reactive species. As a bird’s physiological condition may influence how long it remains on stopover and the direction it departs, we examined how fat stores and dietary antioxidants can influence stopover behavior by manipulating the physiological condition of Myrtle Warblers (Setophaga coronata coronata) as they reached an offshore stopover site. We captured Myrtle Warblers in similar physiological condition (n = 32, and divided them into four treatment groups: 1) ad-libitum food and antioxidants, 2) ad-libitum food and no antioxidants, 3) maintenance food and antioxidants, or 4) maintenance food and no antioxidants. We tracked the warblers using nanotags (Avian NanoTag model NTQB-1, 0.26 g, Lotek Wireless) and determined stopover duration, and the direction of departure from stopover. Diet regime affected the change in
mass, and fat score in ad libitum warblers during captivity (ANOVA, P < 0.001). Dietary treatment did not affect the stopover duration (GLMM, p = 0. 576) or the direction of the migratory flight (GLMM, p = 0.532). In Myrtle Warblers, the decision to depart and the length of stopover are more likely affected by atmospheric conditions than physiological conditions.",Clara,Cooper-Mullin,Presenting Author,Clara,Cooper-Mullin,University of Rhode Island,Remaining Co-Author,Scott,McWilliams,University of Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183380,min15,Sick birds delay migration – Immune function influences migration phenology,General Session,"Most migrating birds make a number of stopovers during migration, and most energy and time of a migratory journey is spend during stopovers rather than on flight bouts. Among individuals a huge variation in the duration of stopovers exists. Some of this variation can be explained by weather conditions or fat stores. However, a considerable part of the variation remains unexplained. We explored whether the health status of a bird influences stopover duration and individual timing of migration. We caught long-distance migrants (LDM) and short-distance migrants (SDM) during autumn migration in Falsterbo, Sweden. We applied radio-transmitters to quantify individual stopover durations and experimentally immune-challenged half of the birds. We compared stopover duration between control and experimental birds and within and among SDM and LDM. We show that immune challenged birds prolong their stopover duration by almost 80% when undergoing an immune response. We also related baseline immune function to stopover duration and show that haptoglobin concentrations, a marker of inflammation, are positively related to stopover duration. Moreover, baseline immune function was related to individual timing of migration. Among LDM, early migrating individuals had lower levels of baseline immune function than late migrating individuals, while this pattern was reversed in SDM. Our data support the hypothesis that LDM are more time constrained than SDM. Moreover, our data suggest that in LDM high quality individuals leave first, while in SDM high quality individuals migrate later. Overall, our data provide evidence that immune function helps to explain individual variation in migration patterns.",Arne,Hegemann,First Author,Arne,Hegemann,Lund University,Remaining Co-Author,Sissel,Sjöberg,Lund University,Remaining Co-Author,Rachel,Muheim,Lund University,Remaining Co-Author,Thomas,Alerstam,Lund University,Remaining Co-Author,Jan-Åke,Nilsson,Lund University,Remaining Co-Author,Dennis,Hasselquist,Lund University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
